Visit Number ,Positive culture,sex,Age ,BW,Color,Clarity ,USG,ph,Protein,Glucose,Ketones,Bilirubin,Hemoprotein,Lipid Layer,WBC,RBC
7299BR,0,2,13.4,4,Straw,Hazy,1.01,6,25,0,0,0,250,Not Present,3,100
7331BR,0,2,14.6,4.1,Straw,Cloudy,1.017,6,25,0,0,0,0,Not Present,0,0
7347BR,0,2,12.4,5.6,Straw,Clear,1.011,6,0,0,0,0,0,Not Present,0,0
7382BR,0,4,6,4.8,Straw,Cloudy,1.018,7,0,0,0,0,25,Present,3,6
7419BR,0,2,10.6,6.9,Yellow,Cloudy,1.052,6,75,0,0,0,25,Flocculent,0,4
7498BR,0,2,19.4,4.8,Straw,Clear,1.01,5,25,0,0,0,250,Not Present,2,6
7508BR,0,4,0,2.3,Red,Opaque,1.015,5,150,0,0,1,250,Not Present,6,100
7707BR,1,4,1.4,3.7,Brown,Opaque,1.031,6,75,0,0,1,250,Not Present,15,100
7789BR,0,2,10,3.6,Yellow,Hazy,1.042,6,25,0,0,0,10,Present,6,3
360110M,0,2,0,,Yellow,Sl Hazy,1.057,6,0,0,0,0,0,Not Present,0,0
55602EM,0,2,12.4,,Red,Cloudy,1.012,7,150,0,0,1,250,Present,0,100
8250BR,0,2,5.1,7.6,Straw,Hazy,1.014,7,500,0,0,0,0,Present,0,0
8439BR,1,4,1.4,5.3,Yellow,Cloudy,1.044,6,150,0,0,0,250,Present,4,100
8707BR,0,4,9,3.6,Yellow,Hazy,1.03,7,25,100,0,0,0,Present,2,0
8831BR,0,2,4.5,5.4,Yellow,Hazy,1.028,7,25,0,0,0,10,Not Present,2,6
8849BR,0,2,13.4,3.9,Red,Cloudy,1.012,7,150,0,0,0,250,Not Present,2,100
55692EM,0,2,13.4,3.8,Straw,Clear,1.013,6,25,0,0,0,250,Not Present,3,25
9018BR,0,4,1.1,4.3,Yellow,Clear,1.044,6,25,0,0,0,50,Present,0,3
9286BR,0,2,3.8,4.5,Yellow,Clear,1.027,7,0,0,0,0,0,Not Present,0,1
9390BR,0,2,14.6,4.8,Straw,Sl Hazy,1.026,7,25,0,0,0,0,Present,2,2
55780EM,0,2,18.9,,Straw,Sl Hazy,1.015,5,0,0,0,0,10,Present,6,3
9680BR,0,4,8.9,4.5,Pink,Hazy,1.011,8,75,100,0,0,250,Not Present,2,80
9734BR,0,2,17.4,2.7,Straw,Sl Hazy,1.013,5,25,0,0,0,250,Flocculent,2,20
9736BR,0,4,9.5,5.5,Colorless,Clear,1.005,6,0,0,0,0,25,Not Present,0,0
9815BR,0,2,15.9,5.6,Other;Pink,Hazy,1.013,7,500,0,0,0,250,Not Present,2,100
211BS,0,2,8.3,8.4,Yellow,Hazy,1.058,8,25,0,0,0,150,Present,0,6
387BS,0,2,14,4.1,Yellow,Hazy,1.021,6,25,0,0,0,0,Not Present,0,1
663BS,0,2,11.4,9.2,Yellow,Sl Hazy,1.022,7,25,0,0,0,0,Not Present,1,1
55932EM,0,2,3.4,5,Yellow,Clear,1.013,7,0,0,0,0,0,Present,0,0
55946EM,0,2,9.4,2.8,Yellow,Hazy,1.023,6,75,0,0,1,0,Present,2,2
936BS,0,4,16.5,4.2,Straw,Sl Hazy,1.015,5,0,0,0,0,0,Not Present,1,0
1019BS,0,2,13.5,4.5,Straw,Hazy,1.015,5,25,0,0,0,250,Present,2,6
1242BS,0,2,15.3,6.3,Yellow,Clear,1.016,5,25,0,0,0,0,Not Present,2,4
1452BS,0,4,14.1,5.4,Straw,Sl Hazy,1.016,6,25,0,0,0,50,Present,1,2
1766BS,0,2,11.5,8.7,Yellow,Hazy,1.035,5,25,0,0,0,50,Present,2,10
56079EM,0,2,8.5,5.9,Red,Opaque,1.031,7,150,0,0,0,250,Not Present,0,100
56079EM,0,2,8.5,5.9,Red,Opaque,1.055,7,150,0,0,0,250,Not Present,4,100
2102BS,0,2,5.5,7.1,Red,Cloudy,1.045,7,150,0,0,0,250,Not Present,6,100
2359BS,0,2,3.2,2.9,Yellow,Hazy,1.02,6,25,0,0,0,250,Present,2,100
2482BS,1,-9,13.5,4.7,Yellow,Hazy,1.066,5,75,0,0,1,0,Flocculent,0,0
2660BS,0,2,13.5,4.2,Straw,Clear,1.012,6,0,0,0,0,0,Not Present,0,0
2787BS,0,2,15.5,6.6,Yellow,Hazy,1.043,6,25,100,0,0,0,Present,5,3
2788BS,0,2,11.5,8.6,Straw,Hazy,1.024,5,25,0,0,0,50,Present,2,2
56202EM,0,2,5.5,5.3,yellow/brown,cloudy,1.045,7,75,0,0,1,250,Not Present,4,100
3109BS,0,2,10.5,3.5,Amber,Hazy,1.031,7,75,0,0,6,0,Present,2,0
3454BS,0,4,5.1,3.3,Straw,Clear,1.021,6,25,0,0,0,0,Not Present,6,5
3522BS,0,1,9.5,5.5,Straw,Sl Hazy,1.011,6,25,0,0,0,0,Not Present,0,0
3594BS,0,2,6,6.7,Yellow,Cloudy,1.053,7,150,0,0,0,250,Present,20,100
3777BS,0,2,19,3.1,Straw,Clear,1.012,6,75,0,0,0,50,Not Present,25,3
3981BS,0,2,12.5,5.7,Red-yellow,Cloudy,1.044,6,150,0,0,0,250,Present,10,100
3995BS,0,2,0.8,3.2,Brown,Cloudy,1.044,7,150,0,5,3,250,Not Present,10,100
56352EM,0,2,3.5,5.6,Red,Opaque,1.039,8,150,0,0,0,250,Not Present,6,100
4027BS,0,2,16.5,,Straw,Hazy,1.015,5,25,0,0,0,250,Present,2,4
4264BS,1,2,6.8,11.9,Straw,Cloudy,1.028,7,75,0,0,0,10,Present,10,2
4266BS,0,4,11.5,,Yellow,Cloudy,1.062,8,150,0,0,0,250,Flocculent,0,10
56379EM,0,4,19.2,2.1,Straw,Clear,1.014,7,25,300,0,0,150,Not Present,3,3
4374BS,1,4,13.2,3.1,Straw,Hazy,1.013,6,25,0,0,0,25,Present,100,5
4390BS,0,2,9.4,5.9,Straw,Clear,1.014,6,25,0,0,0,150,Present,2,9
4497BS,0,2,12.8,4.9,Straw,Clear,1.019,6,25,0,0,0,150,Not Present,0,10
56427EM,0,4,17.6,6,Straw,Sl Hazy,1.017,7,75,0,0,0,50,Not Present,2,10
4687BS,0,2,12.6,,Yellow,Cloudy,1.038,6,75,50,0,0,250,Present,6,100
4810BS,0,4,11.8,4.9,Straw,Sl Hazy,1.014,6,0,0,0,0,0,Present,0,0
4841BS,0,4,12.6,4.8,Yellow,Hazy,1.028,6,25,0,0,0,250,Not Present,2,100
56449EM,0,2,10.6,7.2,Straw,Sl Hazy,1.011,5,25,0,0,0,250,Not Present,10,3
5124BS,0,2,14.6,6.8,Red,Cloudy,1.016,5,500,0,0,3,250,Present,10,100
5277BS,0,2,15.6,4.7,Straw,Sl Hazy,1.014,5,25,0,0,0,250,Not Present,2,30
5500BS,1,4,14.6,3.9,Straw,Hazy,1.017,6,25,0,0,0,250,Present,2,100
5694BS,1,4,9.6,4.9,Yellow,Cloudy,1.034,6,25,50,0,0,50,Present,100,100
5768BS,0,2,13.1,5.7,Straw,Hazy,1.016,7,150,0,0,0,10,Not Present,0,2
56587EM,0,4,7.6,6.9,Straw,Hazy,1.015,7,25,0,0,0,25,Flocculent,2,25
56602EM,0,2,13.6,3.6,Straw,Hazy,1.011,7,25,0,0,0,250,Not Present,4,40
6046BS,0,4,16,3.7,Straw,SLHazy,1.007,7,0,0,0,0,250,Present,0,70
6203BS,0,2,10.6,5.5,Yellow,Slightly Hazy,1.032,7,150,1000,50,1,50,Not Present,1,1
6261BS,1,4,11.4,3.7,Yellow,Hazy,1.032,7,75,0,0,0,0,Flocculent,10,2
56628EM,0,4,2.9,4.3,Colorless,Slightly Hazy,1.02,7,500,0,0,0,10,Not Present,3,6
56655EM,0,2,12.6,4.5,Straw,Hazy,1.018,6,0,1000,0,0,10,Present,2,3
6525BS,0,4,14.6,6.9,Straw,Hazy,1.026,7,25,0,0,0,0,Present,0,0
6732BS,0,2,8.6,3.5,Yellow,Hazy,1.036,6,75,0,0,0,250,Present,6,100
6763BS,0,2,11.6,3.9,Straw,Hazy,1.008,8,0,0,0,0,50,Present,2,40
6824BS,0,1,5,3.8,Colorless,Clear,1.008,6,75,0,0,0,25,Not Present,2,4
56709EM,0,2,11.6,5.7,Yellow,Cloudy,1.059,7,150,0,0,0,10,Present,0,1
56754EM,1,2,13.1,3.1,Straw,Clear,1.016,6,25,300,0,0,150,Not Present,1,10
7205BS,0,2,20.6,2.8,Straw,Hazy,1.019,6,25,0,0,0,250,Present,4,25
7225BS,0,4,12.6,6.7,Straw,Clear,1.027,6,0,1000,0,0,0,Present,3,2
56810EM,1,4,11.5,2.2,Yellow,Cloudy,1.03,7,75,0,0,0,50,Not Present,100,20
56812EM,0,4,7.6,3.1,Straw,Clear,1.012,6,0,0,0,0,10,Not Present,0,0
7830BS,0,2,8.6,6,Yellow,Slightly Hazy,1.02,6,25,0,0,0,50,Present,1,40
56846EM,0,2,10.7,4.9,Straw,Clear,1.035,6,25,1000,5,0,0,Not Present,1,0
7994BS,0,4,4.6,,Yellow,Clear,1.011,7,0,0,0,0,0,Present,4,3
8116BS,0,4,5.4,5.4,Yellow,Hazy,1.052,6,25,1000,0,0,250,Present,1,100
8127BS,0,2,7,5.9,Yellow,Hazy,1.051,6,25,0,0,0,0,Present,0,0
8232BS,0,2,12.7,3.8,Straw,Hazy,1.02,5,0,1000,0,0,10,Present,0,4
7060BSDIA,0,1,5.1,3.5,Straw,Clear,1.007,8,25,100,0,0,25,Not Present,0,3
7060BSDIA,0,1,5.1,3.5,Straw,Clear,1.007,8,25,100,0,0,25,Not Present,0,3
56867EM,0,4,18,4.7,Straw,SLHazy,1.015,6,150,0,0,0,50,Not Present,1,4
56877EM,1,4,5.4,3.2,Yellow,Cloudy,1.034,5,75,1000,0,0,250,Not Present,100,100
8435BS,0,2,14.7,2.3,Colorless,Clear,1.008,6,0,0,0,0,150,Not Present,1,2
56894EM,1,4,6.7,3.3,Yellow/brown,Cloudy,1.05,6,150,0,0,0,250,Not Present,15,100
8436BS,1,4,13,4.3,Yellow,Cloudy,1.03,7,75,0,0,0,250,Present,100,50
56908EM,0,2,4.7,5.2,Yellow,Hazy,1.022,7,25,0,0,0,150,Flocculent,2,15
8575BS,1,4,10,4.4,Yellow,Hazy,1.033,6,150,0,0,0,50,Present,3,12
8581BS,0,4,15.2,3.1,Straw,Hazy,1.012,7,75,50,0,0,250,Present,4,100
56924EM,0,4,11.7,5.7,Straw,Hazy,1.014,6,25,300,0,0,250,Not Present,2,100
56925EM,0,2,14.1,6.5,Straw,SLHazy,1.01,6,25,0,0,0,250,Present,4,100
8833BS,1,2,3.7,5,Yellow,Cloudy,1.035,6,75,0,0,0,250,Present,6,100
8853BS,0,4,12,3.9,lt red / yellow,Cloudy,1.018,7,75,0,0,0,250,Not Present,8,100
8951BS,1,4,9.7,,Straw,Cloudy,1.033,6,25,0,0,0,0,Present,10,4
8987BS,1,4,15.7,2.3,Straw,Hazy,1.022,6,25,0,0,0,250,Not Present,2,30
9464BS,0,4,13.3,5.8,Yellow,SLHazy,1.013,7,25,0,0,0,50,Present,4,15
9545BS,0,2,13.2,3.3,Straw,Clear,1.016,5,25,50,0,0,250,Present,3,15
9702BS,0,2,13.7,4.2,Yellow,Hazy,1.052,6,25,0,0,0,0,Not Present,1,0
9834BS,1,4,15.7,3.2,Straw,Hazy,1.014,6,75,0,0,0,250,Present,100,60
9938BS,0,2,14.7,6.1,Straw,Clear,1.034,6,0,1000,0,0,0,Not Present,0,3
46BT,0,4,7.7,,Straw,SLHazy,1.008,7,25,0,0,0,250,Not Present,6,75
239BT,0,2,9.7,5,Yellow,SLHazy,1.017,6,75,0,0,0,250,Not Present,8,80
239BT,0,2,9.7,5,Yellow,SLHazy,1.017,6,75,0,0,0,250,Not Present,8,80
369BT,1,4,12,4.4,Straw,Hazy,1.015,6,25,0,0,0,250,Not Present,50,20
57098EM,0,2,2.7,5.3,Yellow,Hazy,1.057,7,75,0,0,0,150,Not Present,0,8
388BT,1,4,15.7,2.7,Straw,Cloudy,1.011,6,75,0,0,0,50,Not Present,100,50
406BT,0,4,13.7,5.1,Yellow,Hazy,1.041,8,150,0,0,0,0,Flocculent,0,0
646BT,0,2,8.7,5.7,Yellow,Hazy,1.025,6,75,0,0,0,25,Present,0,0
57178EM,0,4,6.7,8,Straw,Cloudy,1.02,7,25,0,0,0,250,Not Present,4,100
57178EM,0,4,6.8,8,Straw,Hazy,1.014,7,0,0,0,0,250,Not Present,2,100
1248BT,0,2,5.6,8.8,Yellow,Hazy,1.018,7,25,0,0,0,25,Present,0,0
1637BT,0,2,12.3,,Yellow,SLHazy,1.02,6,75,0,0,0,150,Present,3,0
1644BT,0,2,7.8,6.2,Yellow,SLHazy,1.035,7,25,0,0,0,25,Not Present,3,5
1770BT,1,4,15.3,2.7,Straw,Cloudy,1.008,8,0,0,0,0,250,Not Present,25,100
1772BT,1,2,2.8,5.2,Straw,Cloudy,1.035,8,150,100,0,0,250,Not Present,30,100
1901BT,0,4,15.8,3.5,Straw,Cloudy,1.016,6,75,0,0,0,150,Present,4,6
2062BT,0,2,16.3,5.7,Other,SLHazy,1.016,6,150,0,0,0,250,Not Present,3,100
2217BT,0,2,14.8,5.4,Yellow,Hazy,1.033,6,75,0,0,0,0,Present,3,2
2442BT,0,4,16.8,9.4,Straw,Clear,1.026,6,0,1000,0,0,0,Not Present,0,0
2518BT,0,4,11.8,3.8,Straw,Cloudy,1.017,6,0,0,0,0,250,Present,2,100
57327EM,0,2,4.8,6.3,Yellow,SLHazy,1.047,6,25,0,0,0,250,Present,2,25
2599BT,0,4,6.8,4.6,Amber,Hazy,1.058,7,75,1000,15,3,250,Not Present,0,2
3038BT,1,4,11.6,,Yellow,Hazy,1.03,7,25,0,0,0,25,Flocculent,20,10
57406EM,0,4,8.8,5.2,Red,Opaque,1.015,7,75,0,0,0,250,Present,5,100
57420EM,0,4,13.8,4.1,Straw,Cloudy,1.027,7,25,1000,0,0,0,Flocculent,0,0
3491BT,0,2,9,4.2,Straw,Hazy,1.009,5,0,0,0,0,0,Present,0,0
3634BT,0,2,2,4.3,Yellow,Clear,1.012,8,0,0,0,0,0,Not Present,6,3
3755BT,0,2,8.7,8.4,Yellow,Clear,1.054,6,25,0,0,0,25,Not Present,0,1
3898BT,0,4,6.8,4.4,Yellow,Cloudy,1.043,7,25,1000,5,1,10,Not Present,1,2
4339BT,0,4,3.8,5.3,Yellow,Cloudy,1.033,6,0,0,0,0,0,Flocculent,0,0
4687BT,0,4,20.7,2.7,Colorless,Clear,1.005,7,25,50,0,0,250,Not Present,2,10
4961BT,0,2,6.8,6.4,Straw,SLHazy,1.046,6,25,0,0,0,250,Present,1,100
5179BT,0,2,13.3,3.4,Straw,Clear,1.013,6,25,300,0,0,250,Not Present,1,40
57639EM,1,2,5.7,7.3,Pale yellow/red,Cloudy,1.041,7,150,0,0,0,250,Not Present,0,100
57640EM,0,2,4.9,5.6,Red,Opaque,1.021,7,150,0,0,3,250,Present,20,100
5456BT,0,4,4.9,4.2,Straw,SLHazy,1.016,7,0,0,0,0,0,Present,0,0
5619BT,0,2,12.6,6,Yellow,Clear,1.041,6,0,1000,0,0,0,Not Present,0,0
5642BT,0,2,2.9,5.4,Straw,Clear,1.012,6,0,300,0,0,0,Not Present,0,0
57690EM,0,2,16.9,4,Straw,Clear,1.012,6,25,0,0,0,0,Not Present,1,0
6094BT,0,2,13.4,5.4,Straw,Clear,1.018,7,150,0,0,0,10,Not Present,0,3
7141BT,0,4,8.9,5.2,Yellow,Hazy,1.037,6,25,0,0,0,250,Not Present,1,100
7306BT,0,4,0,5.7,Yellow,Hazy,1.051,6,25,0,0,0,250,Present,1,20
7388BT,0,4,12.2,5,Straw,Hazy,1.013,6,0,0,0,0,150,Not Present,0,40
7446BT,0,4,12.9,5.6,Red,Cloudy,1.014,5,150,0,0,0,250,Not Present,15,100
7648BT,0,4,13.9,5.2,Yellow,Clear,1.047,7,75,0,0,0,150,Not Present,4,30
57890EM,0,2,4.3,8.3,Yellow,Hazy,1.045,7,25,0,0,0,250,Not Present,1,100
7949BT,1,2,5.8,6.3,Yellow,Cloudy,1.04,6,25,0,0,0,10,Flocculent,0,4
57934EM,0,2,8.9,5.8,Red,Opaque,1.039,7,150,0,0,0,250,Not Present,0,100
8263BT,0,2,13.9,5.5,Yellow,Hazy,1.057,6,25,0,0,0,150,Flocculent,0,50
8337BT,0,1,14.9,4.4,Straw,Hazy,1.03,7,75,0,0,0,0,Present,1,0
8389BT,0,4,0,4.9,Straw,Cloudy,1.017,6,75,0,0,0,250,Present,4,20
8524BT,0,4,17.9,4.5,Straw,SLHazy,1.023,7,0,1000,0,0,0,Present,2,0
8527BT,0,2,15.5,6.1,Straw,Hazy,1.032,6,75,0,0,0,250,Present,2,100
57990EM,0,2,13,4.7,Straw,Hazy,1.029,6,25,0,0,0,250,Not Present,5,100
8751BT,0,2,10,4.9,Straw,Clear,1.014,5,25,50,0,0,25,Not Present,0,3
8871BT,0,1,13.5,4.8,Straw,Hazy,1.024,6,25,0,0,0,250,Not Present,7,100
8900BT,0,2,2,5.1,Yellow,Cloudy,1.05,7,25,0,0,0,0,Flocculent,0,0
8930BT,0,4,13,3.6,Straw,Hazy,1.013,5,0,0,0,0,50,Present,0,4
8955BT,0,2,3,4.8,Yellow,Hazy,1.04,6,0,0,0,0,0,Present,0,0
9111BT,0,2,8,4,Colorless,SLHazy,1.01,5,0,0,0,0,25,Present,0,0
9335BT,0,4,7.7,4.3,Straw,SLHazy,1.011,6,75,0,0,0,50,Not Present,8,6
58060EM,0,4,14,4.5,Red,Opaque,1.011,8,150,0,0,0,250,Present,0,100
58060EM,0,4,14,4.5,Red,Cloudy,1.012,7,75,0,0,0,250,Present,10,100
58060EM,0,4,14,4.5,Red,Opaque,1.011,8,150,0,0,0,250,Present,0,100
58060EM,0,4,14,4.5,Red,Cloudy,1.012,7,75,0,0,0,250,Present,10,100
9555BT,0,2,14.8,4.8,Yellow,SLHazy,1.038,6,150,0,0,0,0,Present,0,0
9785BT,0,2,14,3.5,Straw,SLHazy,1.013,6,25,0,0,0,250,Present,0,60
9830BT,0,2,1.7,5.9,Red,Opaque,1.023,6,150,50,0,0,250,Not Present,4,100
9950BT,0,3,0,4,Yellow,SLHazy,1.068,7,25,0,0,0,250,Flocculent,0,30
9988BT,0,2,4.4,5.1,Amber,Hazy,1.104,7,500,0,0,0,25,Present,3,2
58242EM,0,2,12.8,4,Straw,SLHazy,1.018,7,25,0,0,0,250,Present,2,100
58251EM,1,4,9,2.9,Colorless,Clear,1.01,6,0,50,0,0,0,Negative,1,0
76BU,0,2,8,5.9,Yellow,Clear,1.044,6,0,0,0,0,0,Not Present,0,0
140BU,0,4,18,4.5,Straw,Clear,1.027,6,0,1000,0,0,0,Not Present,0,0
187BU,1,2,5.8,6.8,Yellow,Cloudy,1.053,7,0,0,0,0,10,Not Present,3,3
199BU,0,2,13,6,Red,Hazy,1.02,6,150,0,0,0,250,Present,100,100
229BU,0,4,5,4.3,Red,Opaque,1.056,6,150,0,0,0,250,Present,0,100
280BU,0,2,5,3.6,Colorless,Clear,1.008,7,0,1000,0,0,0,Not Present,0,0
348BU,1,2,14,,Straw,Clear,1.008,6,0,0,0,0,10,Negative,1,0
412BU,0,2,3.4,6.7,Straw,SLHazy,1.017,7,0,0,0,0,25,Floc,0,5
413BU,0,2,4.4,4.9,Colorless,SLHazy,1.005,8,75,100,0,0,250,Negative,12,50
501BU,0,4,8,2.1,Yellow,Hazy,1.033,6,25,0,0,3,10,Floc,2,0
621BU,0,2,4.3,6.5,Yellow,Cloudy,1.048,6,75,0,0,0,0,Pos,0,0
655BU,1,2,4,2.6,Straw,Clear,1.01,7,0,300,0,0,50,Negative,1,50
711BU,0,2,10,7.5,Yellow,Cloudy,1.038,7,75,0,0,1,250,Pos,1,100
735BU,0,4,16,2.6,Yellow,Hazy,1.042,6,75,0,0,0,0,Pos,1,1
58303EM,0,2,11,7,Straw,Hazy,1.013,7,75,0,0,0,250,Negative,8,100
906BU,0,4,18,4.5,Straw,Clear,1.023,6,25,1000,0,0,0,Pos,0,0
58353EM,0,4,13,3.9,Straw,Hazy,1.013,6,75,0,0,0,50,Pos,5,5
1063BU,0,2,13.5,3.8,Straw,Clear,1.012,6,0,0,0,0,0,Pos,0,0
1190BU,0,2,9.1,5.1,Yellow,Cloudy,1.037,7,25,0,0,0,0,Floc,1,0
1193BU,0,2,11.8,8.1,Straw,Cloudy,1.022,6,75,0,0,0,250,Negative,2,100
1239BU,0,2,7,4.7,Yellow,Hazy,1.041,6,25,0,0,0,50,Floc,0,5
1254BU,0,2,1.8,4.8,Yellow,SLHazy,1.025,6,0,0,0,0,0,Pos,0,0
1284BU,0,2,0,5.5,Yellow,SLHazy,1.035,6,75,0,0,0,0,Floc,0,0
1349BU,0,2,11,3.2,Yellow,Cloudy,1.017,5,75,50,0,0,250,Pos,5,100
1359BU,0,4,12,3.6,Straw,Clear,1.012,7,150,0,0,0,250,Negative,1,0
1452BU,1,4,15,5.6,Straw,SLHazy,1.016,6,0,0,0,0,250,Pos,5,100
58410EM,0,4,20.1,2.2,Straw,Clear,1.017,6,25,50,0,0,50,Negative,1,1
58461EM,0,2,1.7,,Red,Hazy,1.013,6,75,0,0,0,250,Negative,1,100
58464EM,0,4,2.8,5.9,Red,Cloudy,1.042,8,75,0,0,0,150,Negative,2,100
58467EM,1,4,14.8,6.2,Yellow,Cloudy,1.018,6,75,0,0,0,250,Negative,100,8
1774BU,0,2,13.6,5.3,Straw,Clear,1.01,5,75,0,0,0,150,Negative,0,1
1831BU,0,4,12.1,3.8,Yellow,Hazy,1.031,7,0,50,0,0,0,Pos,2,2
1848BU,0,2,13.1,3.8,Straw,Clear,1.012,5,25,0,0,0,10,Negative,2,2
2017BU,0,2,6.1,5.9,Yellow,SLHazy,1.01,5,0,0,0,0,0,Pos,2,2
2050BU,0,4,3.6,3.9,Straw,Clear,1.007,6,25,100,0,0,0,Negative,1,2
2056BU,0,2,1.1,4.1,Yellow,SLHazy,1.052,7,75,0,0,0,250,Pos,5,100
2108BU,0,4,11,4.7,Yellow,Cloudy,1.046,7,25,0,0,0,0,Pos,0,0
58524EM,0,2,4.1,3.3,Straw,SLHazy,1.018,5,0,0,0,0,250,Pos,2,50
2835BU,0,2,16.1,5.9,Straw,Clear,1.014,6,0,0,0,0,0,Negative,0,0
2893BU,0,2,7.1,3.6,Straw,Hazy,1.014,6,0,1000,0,0,0,Negative,0,1
2997BU,0,2,18.6,,Straw,SLHazy,1.014,7,0,0,0,0,0,Pos,5,1
3052BU,1,4,13.4,2.9,Yellow,Cloudy,1.031,6,75,0,0,0,25,Negative,5,8
3071BU,0,2,9.1,6.4,Red,Opaque,1.026,7,150,50,0,0,250,Pos,12,100
3095BU,0,2,14.1,5.5,Straw,Cloudy,1.013,6,0,0,0,0,50,Pos,0,5
3115BU,0,4,6,2.3,Straw,SLHazy,1.012,6,0,0,0,0,150,Negative,12,24
3271BU,0,2,9,7.3,Yellow,Hazy,1.036,6,75,0,0,0,250,Pos,1,100
58583EM,0,2,7.1,6.1,Red,Cloudy,1.032,7,500,0,0,0,250,Negative,5,100
58610EM,0,4,1.7,2.8,Yellow,Clear,1.026,8,25,0,0,0,0,Negative,0,0
58621EM,0,2,12.1,3.2,Straw,Clear,1.009,6,75,0,0,0,150,Negative,2,0
3497BU,0,2,18.1,5.6,Straw,Clear,1.016,6,25,0,0,0,150,Negative,0,50
3606BU,0,4,9.1,4.9,Yellow,Hazy,1.047,6,25,0,0,0,0,Negative,0,0
3626BU,0,2,13.6,5.4,Colorless,Clear,1.008,8,150,50,0,0,250,Negative,0,18
3759BU,1,4,15.6,2.8,Straw,SLHazy,1.018,6,25,300,0,0,25,Negative,50,8
58643EM,0,2,8,7.9,Straw,Hazy,1.004,6,75,0,0,0,250,Negative,5,100
3950BU,0,2,15.7,4.1,Straw,SLHazy,1.011,6,25,0,0,0,0,Pos,1,1
4134BU,0,2,7.8,6.7,Yellow,Hazy,1.051,6,75,1000,0,3,25,Pos,0,0
58676EM,0,2,8.1,6,Amber,Hazy,1.04,6,75,0,5,6,250,Floc,0,1
4285BU,0,2,14.1,7,Straw,SLHazy,1.01,6,25,0,0,0,0,Pos,0,0
4487BU,0,2,8,5.9,Yellow,Opaque,1.049,7,0,1000,0,0,25,Pos,0,5
4649BU,0,2,0,5.7,Yellow,Cloudy,1.044,6,25,1000,0,0,0,Pos,0,0
4819BU,0,4,19.1,2,Straw,SLHazy,1.01,5,0,0,0,0,25,Negative,5,0
4841BU,0,2,7.3,6.4,Yellow,Clear,1.045,6,25,0,0,0,0,Pos,0,0
58748EM,1,2,4.1,4.8,Straw,SLHazy,1.019,5,0,50,0,0,50,Negative,2,100
4906BU,0,4,15.2,2.7,Straw,SLHazy,1.01,5,25,0,0,0,25,Negative,0,0
5012BU,0,4,13.2,4.7,Straw,SLHazy,1.03,5,0,1000,0,0,0,Pos,1,5
58819EM,0,4,13.2,2.9,Straw,Clear,1.012,6,150,0,0,0,150,Negative,2,8
5173BU,0,2,18.2,4.3,Straw,Clear,1.014,6,0,0,0,0,150,Negative,0,12
5280BU,0,4,7,6,Straw,Hazy,1.016,7,25,0,0,0,10,Pos,0,2
5341BU,0,4,7.2,5.5,Straw,Clear,1.033,7,0,1000,5,0,10,Negative,1,2
5371BU,0,4,15.7,2.7,Red,Cloudy,1.014,6,75,0,0,0,250,Negative,24,100
58833EM,0,2,6,3.7,Straw,Hazy,1.005,7,0,0,0,0,150,Pos,1,8
58858EM,0,4,6.2,3.3,Straw,Clear,1.013,6,0,0,0,0,0,Negative,0,0
5432BU,0,2,2.5,4.9,Yellow,Clear,1.032,6,25,0,0,0,50,Pos,5,24
5436BU,0,4,15.9,3.2,Yellow,Clear,1.013,5,25,0,0,0,0,Pos,2,2
5526BU,0,4,14.6,6.5,Yellow,Clear,1.024,7,150,0,0,0,250,Pos,1,8
5639BU,0,4,0,2.3,Yellow,Hazy,1.049,6,75,100,0,0,50,Floc,1,8
5646BU,0,4,0,3.9,Straw,Clear,1.011,7,0,0,0,0,25,Pos,0,0
58892EM,0,2,7.9,7.6,Yellow,Hazy,1.057,6,25,0,0,0,50,Floc,0,12
5746BU,0,4,14.2,5.1,Yellow,Hazy,1.037,7,25,0,0,0,0,Negative,0,0
6104BU,0,2,15.4,6,Straw,SLHazy,1.022,5,25,1000,50,0,0,Floc;Corrected report (previous = negative) 3/8/11 sam,0,0
6596BU,0,4,14.2,3.2,Red,Cloudy,1.013,5,500,0,0,0,250,Negative,2,100
6761BU,0,4,13.2,4.8,Straw,Clear,1.023,6,0,1000,0,0,0,Pos,1,0
59006EM,0,4,11.2,3.5,Straw,SLHazy,1.03,7,25,0,0,0,25,Pos,2,2
6959BU,0,2,16.2,5.4,Straw,Hazy,1.024,7,25,0,0,0,0,Pos,1,0
59022EM,0,4,20.2,2.2,Straw,Clear,1.011,5,0,0,0,0,0,Negative,0,0
7198BU,0,2,3,4,Yellow,Cloudy,1.047,6,25,0,0,0,0,Floc,0,0
7295BU,0,1,0.5,4.1,Yellow,SLHazy,1.058,7,75,0,0,0,0,Negative,0,0
7373BU,1,4,16.3,2.7,Yellow,Hazy,1.009,6,25,0,0,0,10,Negative,100,100
7435BU,0,2,8.9,4.9,Yellow,Hazy,1.051,7,25,0,0,0,250,Pos,1,100
59051EM,0,2,1.3,6.2,Yellow,Hazy,1.053,6,75,0,0,0,250,Negative,2,100
59083EM,0,2,2.1,,Yellow,Cloudy,1.044,6,75,0,0,0,150,Pos,2,50
59091EM,0,4,15.2,4.3,Straw,Cloudy,1.02,6,150,50,0,0,250,Pos,2,100
